id,cargo,cidade,senioridade,salario_min,salario_max,modalidade
2275,Dados / BI,Remoto (Brasil),Pleno,5062,8674,Presencial
2276,Desenvolvimento Frontend,Rio de Janeiro - RJ,Júnior,2665,4763,Remoto
2277,Dados / BI,São Paulo - SP,Pleno,5167,9396,Remoto
2278,Desenvolvimento Frontend,Rio de Janeiro - RJ,Júnior,2554,4685,Remoto
2279,Desenvolvimento Backend,São Paulo - SP,Júnior,2612,4360,Híbrido
2280,Dados / BI,Rio de Janeiro - RJ,Júnior,2658,4350,Remoto
2281,Desenvolvimento Backend,Rio de Janeiro - RJ,Júnior,2670,4446,Híbrido
2282,Desenvolvimento Backend,Rio de Janeiro - RJ,Júnior,2702,4769,Presencial
2283,Suporte / Infraestrutura,São Paulo - SP,Pleno,5429,9070,Remoto
2284,Desenvolvimento Frontend,São Paulo - SP,Pleno,5392,9215,Remoto
2285,Desenvolvimento Backend,Rio de Janeiro - RJ,Pleno,5130,8812,Presencial
2286,Dados / BI,Rio de Janeiro - RJ,Pleno,5490,8881,Presencial
2287,Desenvolvimento Backend,São Paulo - SP,Júnior,2712,4455,Híbrido
2288,Desenvolvimento Backend,São Paulo - SP,Júnior,2750,4429,Remoto
2289,Desenvolvimento Backend,Rio de Janeiro - RJ,Sênior,10393,15509,Remoto
2290,Desenvolvimento Backend,São Paulo - SP,Júnior,2581,4726,Híbrido
2291,Suporte / Infraestrutura,Remoto (Brasil),Pleno,5133,9261,Híbrido
2292,Desenvolvimento Frontend,São Paulo - SP,Júnior,2657,4580,Presencial
2293,Suporte / Infraestrutura,Remoto (Brasil),Sênior,9836,16401,Remoto
2294,Suporte / Infraestrutura,Remoto (Brasil),Júnior,2747,4537,Híbrido
2295,Dados / BI,São Paulo - SP,Júnior,2578,4426,Híbrido
2296,Desenvolvimento Backend,São Paulo - SP,Pleno,5492,9074,Remoto
2297,Desenvolvimento Backend,São Paulo - SP,Júnior,2564,4368,Híbrido
2298,Suporte / Infraestrutura,São Paulo - SP,Sênior,9697,16349,Remoto
2299,Desenvolvimento Backend,Rio de Janeiro - RJ,Sênior,9540,15836,Híbrido
2300,Desenvolvimento Backend,São Paulo - SP,Júnior,2618,4388,Híbrido
2301,Desenvolvimento Backend,Remoto (Brasil),Pleno,5360,8828,Remoto
2302,Desenvolvimento Backend,Rio de Janeiro - RJ,Sênior,10158,15454,Remoto
2303,Dados / BI,São Paulo - SP,Júnior,2692,4461,Remoto
2304,Desenvolvimento Frontend,São Paulo - SP,Júnior,2738,4614,Remoto
2305,Desenvolvimento Backend,São Paulo - SP,Júnior,2536,4414,Remoto
2306,Desenvolvimento Backend,São Paulo - SP,Sênior,9552,15372,Híbrido
2307,Desenvolvimento Frontend,São Paulo - SP,Pleno,5076,9109,Remoto
2308,Desenvolvimento Frontend,São Paulo - SP,Sênior,9900,16943,Remoto
2309,Desenvolvimento Frontend,São Paulo - SP,Pleno,5015,8560,Remoto
2310,Suporte / Infraestrutura,São Paulo - SP,Júnior,2704,4608,Híbrido
2311,Desenvolvimento Frontend,Remoto (Brasil),Pleno,5017,9220,Remoto
2312,Desenvolvimento Frontend,São Paulo - SP,Pleno,5380,9071,Remoto
2313,Suporte / Infraestrutura,São Paulo - SP,Sênior,9759,15947,Presencial
2314,Desenvolvimento Frontend,São Paulo - SP,Júnior,2706,4355,Remoto
2315,Desenvolvimento Backend,São Paulo - SP,Sênior,9648,16989,Remoto
2316,Desenvolvimento Backend,Rio de Janeiro - RJ,Pleno,5073,8900,Presencial
2317,Dados / BI,São Paulo - SP,Júnior,2569,4476,Híbrido
2318,Desenvolvimento Frontend,São Paulo - SP,Júnior,2664,4640,Híbrido
2319,Dados / BI,Remoto (Brasil),Pleno,5418,8857,Presencial
2320,Desenvolvimento Backend,Rio de Janeiro - RJ,Júnior,2638,4499,Remoto
2321,Dados / BI,São Paulo - SP,Júnior,2738,4594,Híbrido
2322,Dados / BI,Remoto (Brasil),Pleno,5146,9300,Híbrido
2323,Desenvolvimento Backend,São Paulo - SP,Pleno,5215,8679,Remoto
2324,Suporte / Infraestrutura,Rio de Janeiro - RJ,Pleno,5118,8998,Híbrido
2325,Desenvolvimento Backend,Remoto (Brasil),Pleno,5043,8997,Híbrido
2326,Desenvolvimento Frontend,São Paulo - SP,Sênior,10286,15712,Remoto
2327,Desenvolvimento Frontend,São Paulo - SP,Pleno,5229,8590,Presencial
2328,Dados / BI,São Paulo - SP,Júnior,2547,4395,Presencial
2329,Desenvolvimento Backend,São Paulo - SP,Pleno,5351,9310,Remoto
2330,Desenvolvimento Backend,São Paulo - SP,Júnior,2515,4330,Híbrido
2331,Desenvolvimento Backend,São Paulo - SP,Júnior,2528,4633,Remoto
2332,Suporte / Infraestrutura,São Paulo - SP,Júnior,2648,4758,Híbrido
2333,Dados / BI,Remoto (Brasil),Pleno,5425,9145,Remoto
2334,Suporte / Infraestrutura,São Paulo - SP,Júnior,2639,4751,Remoto
2335,Dados / BI,Rio de Janeiro - RJ,Sênior,10335,16507,Presencial
2336,Suporte / Infraestrutura,São Paulo - SP,Júnior,2614,4362,Híbrido
2337,Desenvolvimento Backend,Rio de Janeiro - RJ,Júnior,2646,4732,Híbrido
2338,Suporte / Infraestrutura,São Paulo - SP,Júnior,2552,4485,Remoto
2339,Desenvolvimento Backend,São Paulo - SP,Pleno,5305,8806,Remoto
2340,Suporte / Infraestrutura,Rio de Janeiro - RJ,Júnior,2535,4456,Presencial
2341,Suporte / Infraestrutura,São Paulo - SP,Pleno,5305,9494,Remoto
2342,Desenvolvimento Backend,São Paulo - SP,Pleno,5035,9058,Híbrido
2343,Desenvolvimento Backend,São Paulo - SP,Sênior,9921,15938,Remoto
2344,Dados / BI,Rio de Janeiro - RJ,Júnior,2524,4715,Híbrido
2345,Suporte / Infraestrutura,Remoto (Brasil),Sênior,10143,15661,Remoto
2346,Desenvolvimento Backend,São Paulo - SP,Pleno,5452,8582,Remoto
2347,Dados / BI,Rio de Janeiro - RJ,Júnior,2643,4444,Híbrido
2348,Dados / BI,Rio de Janeiro - RJ,Júnior,2731,4385,Remoto
2349,Desenvolvimento Frontend,Remoto (Brasil),Júnior,2636,4686,Remoto
2350,Desenvolvimento Backend,Remoto (Brasil),Sênior,10435,16844,Híbrido
2351,Suporte / Infraestrutura,São Paulo - SP,Sênior,9929,15748,Híbrido
2352,Suporte / Infraestrutura,São Paulo - SP,Júnior,2627,4688,Presencial
2353,Desenvolvimento Backend,Rio de Janeiro - RJ,Júnior,2746,4535,Presencial
2354,Desenvolvimento Frontend,São Paulo - SP,Pleno,5064,9395,Presencial
2355,Desenvolvimento Frontend,São Paulo - SP,Sênior,10220,16957,Remoto
2356,Suporte / Infraestrutura,São Paulo - SP,Sênior,10400,16205,Híbrido
2357,Desenvolvimento Backend,São Paulo - SP,Pleno,5041,9228,Remoto
2358,Desenvolvimento Frontend,Remoto (Brasil),Sênior,9611,16951,Remoto
2359,Desenvolvimento Backend,São Paulo - SP,Sênior,9814,15409,Presencial
2360,Suporte / Infraestrutura,São Paulo - SP,Júnior,2663,4541,Híbrido
2361,Desenvolvimento Backend,Rio de Janeiro - RJ,Sênior,10175,16715,Remoto
2362,Dados / BI,São Paulo - SP,Pleno,5100,9109,Presencial
2363,Dados / BI,São Paulo - SP,Júnior,2586,4666,Híbrido
2364,Suporte / Infraestrutura,Remoto (Brasil),Sênior,10049,15347,Presencial
2365,Desenvolvimento Backend,Rio de Janeiro - RJ,Sênior,9686,15486,Remoto
2366,Dados / BI,São Paulo - SP,Júnior,2507,4380,Híbrido
2367,Desenvolvimento Frontend,São Paulo - SP,Júnior,2742,4442,Presencial
2368,Desenvolvimento Backend,Remoto (Brasil),Júnior,2678,4423,Remoto
2369,Desenvolvimento Backend,São Paulo - SP,Júnior,2503,4427,Híbrido
2370,Suporte / Infraestrutura,São Paulo - SP,Júnior,2710,4558,Presencial
2371,Dados / BI,São Paulo - SP,Sênior,9863,16700,Híbrido
2372,Dados / BI,Remoto (Brasil),Sênior,9977,16982,Remoto
2373,Desenvolvimento Backend,Rio de Janeiro - RJ,Júnior,2586,4591,Presencial
2374,Dados / BI,Rio de Janeiro - RJ,Pleno,5428,9004,Híbrido
2375,Desenvolvimento Backend,São Paulo - SP,Júnior,2558,4559,Híbrido
2376,Desenvolvimento Backend,Rio de Janeiro - RJ,Sênior,9981,15616,Presencial
2377,Desenvolvimento Frontend,São Paulo - SP,Sênior,9757,16285,Remoto
2378,Suporte / Infraestrutura,Rio de Janeiro - RJ,Pleno,5214,9123,Híbrido
2379,Desenvolvimento Frontend,São Paulo - SP,Pleno,5187,9353,Híbrido
2380,Suporte / Infraestrutura,São Paulo - SP,Sênior,9638,15736,Remoto
2381,Suporte / Infraestrutura,São Paulo - SP,Sênior,10116,16669,Híbrido
2382,Desenvolvimento Frontend,Remoto (Brasil),Sênior,10198,16698,Híbrido
2383,Desenvolvimento Backend,São Paulo - SP,Sênior,9591,15959,Presencial
2384,Desenvolvimento Backend,São Paulo - SP,Júnior,2737,4324,Presencial
2385,Dados / BI,São Paulo - SP,Sênior,10219,16832,Híbrido
2386,Desenvolvimento Backend,Remoto (Brasil),Júnior,2506,4325,Híbrido
2387,Desenvolvimento Backend,Rio de Janeiro - RJ,Sênior,9823,15768,Remoto
2388,Suporte / Infraestrutura,Remoto (Brasil),Pleno,5365,9113,Híbrido
2389,Dados / BI,São Paulo - SP,Sênior,9738,15934,Remoto
2390,Desenvolvimento Frontend,Rio de Janeiro - RJ,Pleno,5466,9060,Presencial
2391,Desenvolvimento Frontend,Remoto (Brasil),Pleno,5491,8675,Híbrido
2392,Desenvolvimento Backend,Rio de Janeiro - RJ,Júnior,2639,4714,Remoto
2393,Desenvolvimento Backend,Rio de Janeiro - RJ,Pleno,5254,9068,Presencial
2394,Desenvolvimento Frontend,Remoto (Brasil),Pleno,5415,9162,Remoto
2395,Suporte / Infraestrutura,São Paulo - SP,Pleno,5377,9412,Remoto
2396,Desenvolvimento Backend,Rio de Janeiro - RJ,Pleno,5013,9021,Híbrido
2397,Desenvolvimento Backend,São Paulo - SP,Pleno,5328,9320,Híbrido
2398,Desenvolvimento Backend,São Paulo - SP,Júnior,2504,4717,Híbrido
2399,Desenvolvimento Backend,São Paulo - SP,Pleno,5092,8942,Híbrido
2400,Dados / BI,São Paulo - SP,Júnior,2615,4415,Remoto
2401,Dados / BI,Rio de Janeiro - RJ,Pleno,5456,8936,Presencial
2402,Dados / BI,São Paulo - SP,Sênior,9713,16788,Remoto
2403,Desenvolvimento Frontend,São Paulo - SP,Sênior,9941,16778,Híbrido
2404,Dados / BI,São Paulo - SP,Sênior,9902,16511,Remoto
2405,Suporte / Infraestrutura,Remoto (Brasil),Júnior,2501,4497,Híbrido
2406,Desenvolvimento Frontend,Rio de Janeiro - RJ,Júnior,2718,4550,Híbrido
2407,Desenvolvimento Frontend,São Paulo - SP,Pleno,5029,9304,Remoto
2408,Desenvolvimento Backend,São Paulo - SP,Júnior,2680,4761,Remoto
2409,Desenvolvimento Backend,Rio de Janeiro - RJ,Sênior,9966,16792,Remoto
2410,Desenvolvimento Backend,Remoto (Brasil),Pleno,5054,9329,Híbrido
2411,Suporte / Infraestrutura,Remoto (Brasil),Júnior,2542,4349,Remoto
2412,Desenvolvimento Backend,São Paulo - SP,Pleno,5283,8788,Presencial
2413,Desenvolvimento Backend,Remoto (Brasil),Pleno,5412,8733,Presencial
2414,Suporte / Infraestrutura,Remoto (Brasil),Sênior,9514,15495,Remoto
2415,Suporte / Infraestrutura,São Paulo - SP,Júnior,2639,4332,Híbrido
2416,Desenvolvimento Backend,São Paulo - SP,Sênior,9956,16894,Remoto
2417,Desenvolvimento Backend,Remoto (Brasil),Júnior,2713,4554,Presencial
2418,Suporte / Infraestrutura,Remoto (Brasil),Pleno,5288,8835,Híbrido
2419,Suporte / Infraestrutura,Rio de Janeiro - RJ,Júnior,2601,4707,Híbrido
2420,Dados / BI,São Paulo - SP,Sênior,9832,15522,Híbrido
2421,Suporte / Infraestrutura,Rio de Janeiro - RJ,Pleno,5092,9103,Remoto
2422,Suporte / Infraestrutura,São Paulo - SP,Júnior,2697,4608,Híbrido
2423,Desenvolvimento Frontend,Rio de Janeiro - RJ,Pleno,5421,8725,Presencial
2424,Dados / BI,Remoto (Brasil),Júnior,2691,4640,Remoto
2425,Desenvolvimento Frontend,São Paulo - SP,Pleno,5417,8552,Remoto
2426,Dados / BI,São Paulo - SP,Pleno,5472,8655,Remoto
2427,Suporte / Infraestrutura,Rio de Janeiro - RJ,Pleno,5422,8856,Remoto
2428,Suporte / Infraestrutura,Remoto (Brasil),Júnior,2557,4408,Remoto
2429,Desenvolvimento Backend,São Paulo - SP,Júnior,2517,4340,Presencial
2430,Suporte / Infraestrutura,São Paulo - SP,Pleno,5373,8781,Remoto
2431,Dados / BI,São Paulo - SP,Pleno,5283,9377,Remoto
2432,Dados / BI,Rio de Janeiro - RJ,Sênior,9903,15634,Remoto
2433,Desenvolvimento Backend,São Paulo - SP,Pleno,5330,8786,Presencial
2434,Desenvolvimento Frontend,São Paulo - SP,Sênior,10269,16525,Remoto
2435,Desenvolvimento Backend,São Paulo - SP,Júnior,2623,4555,Presencial
2436,Dados / BI,São Paulo - SP,Pleno,5443,8824,Híbrido
2437,Desenvolvimento Backend,Remoto (Brasil),Pleno,5359,8784,Presencial
2438,Dados / BI,São Paulo - SP,Júnior,2581,4397,Presencial
2439,Desenvolvimento Backend,São Paulo - SP,Júnior,2658,4537,Híbrido
2440,Desenvolvimento Backend,Rio de Janeiro - RJ,Pleno,5272,9474,Remoto
2441,Suporte / Infraestrutura,Rio de Janeiro - RJ,Júnior,2676,4437,Remoto
2442,Desenvolvimento Backend,São Paulo - SP,Júnior,2648,4647,Híbrido
2443,Desenvolvimento Backend,São Paulo - SP,Sênior,9972,16606,Híbrido
2444,Desenvolvimento Frontend,São Paulo - SP,Júnior,2748,4367,Híbrido
2445,Dados / BI,São Paulo - SP,Sênior,10310,15524,Remoto
2446,Suporte / Infraestrutura,Rio de Janeiro - RJ,Pleno,5294,8753,Híbrido
2447,Dados / BI,São Paulo - SP,Júnior,2591,4766,Híbrido
2448,Desenvolvimento Backend,São Paulo - SP,Júnior,2610,4460,Híbrido
2449,Desenvolvimento Frontend,São Paulo - SP,Pleno,5087,9343,Híbrido
2450,Desenvolvimento Backend,Rio de Janeiro - RJ,Pleno,5203,9043,Presencial
2451,Suporte / Infraestrutura,Remoto (Brasil),Júnior,2595,4361,Remoto
2452,Desenvolvimento Backend,São Paulo - SP,Júnior,2527,4593,Remoto
2453,Suporte / Infraestrutura,São Paulo - SP,Júnior,2694,4448,Remoto
2454,Dados / BI,Rio de Janeiro - RJ,Júnior,2646,4409,Remoto
2455,Desenvolvimento Backend,São Paulo - SP,Júnior,2604,4524,Remoto
2456,Desenvolvimento Backend,São Paulo - SP,Pleno,5145,9212,Híbrido
2457,Desenvolvimento Backend,São Paulo - SP,Júnior,2594,4710,Presencial
2458,Suporte / Infraestrutura,Rio de Janeiro - RJ,Sênior,9727,16082,Híbrido
2459,Desenvolvimento Backend,Remoto (Brasil),Júnior,2571,4524,Presencial
2460,Dados / BI,São Paulo - SP,Pleno,5111,9275,Remoto
2461,Suporte / Infraestrutura,Remoto (Brasil),Júnior,2523,4547,Presencial
2462,Dados / BI,Remoto (Brasil),Sênior,9617,15325,Remoto
2463,Desenvolvimento Backend,São Paulo - SP,Pleno,5199,8907,Remoto
2464,Desenvolvimento Frontend,Rio de Janeiro - RJ,Sênior,10035,16041,Híbrido
2465,Suporte / Infraestrutura,São Paulo - SP,Júnior,2749,4343,Presencial
2466,Suporte / Infraestrutura,São Paulo - SP,Pleno,5010,8638,Híbrido
2467,Desenvolvimento Frontend,São Paulo - SP,Júnior,2643,4432,Remoto
2468,Desenvolvimento Backend,Remoto (Brasil),Pleno,5171,9365,Híbrido
2469,Suporte / Infraestrutura,Rio de Janeiro - RJ,Júnior,2723,4470,Remoto
2470,Desenvolvimento Backend,Remoto (Brasil),Júnior,2619,4408,Híbrido
2471,Desenvolvimento Frontend,São Paulo - SP,Júnior,2586,4436,Remoto
2472,Dados / BI,São Paulo - SP,Júnior,2582,4719,Híbrido
2473,Desenvolvimento Backend,São Paulo - SP,Júnior,2672,4538,Remoto
2474,Desenvolvimento Backend,Rio de Janeiro - RJ,Sênior,10035,15836,Remoto
2475,Suporte / Infraestrutura,São Paulo - SP,Sênior,10376,16019,Híbrido
2476,Suporte / Infraestrutura,Rio de Janeiro - RJ,Júnior,2641,4793,Remoto
2477,Suporte / Infraestrutura,Rio de Janeiro - RJ,Pleno,5418,9079,Híbrido
2478,Suporte / Infraestrutura,Remoto (Brasil),Pleno,5056,8561,Híbrido
2479,Desenvolvimento Frontend,São Paulo - SP,Pleno,5148,8791,Remoto
2480,Desenvolvimento Frontend,São Paulo - SP,Júnior,2608,4623,Híbrido
2481,Desenvolvimento Frontend,São Paulo - SP,Júnior,2709,4527,Híbrido
2482,Dados / BI,Rio de Janeiro - RJ,Sênior,9986,16476,Remoto
2483,Suporte / Infraestrutura,São Paulo - SP,Pleno,5111,9064,Híbrido
2484,Dados / BI,Rio de Janeiro - RJ,Pleno,5086,9263,Híbrido
2485,Dados / BI,Rio de Janeiro - RJ,Sênior,10364,16673,Remoto
2486,Suporte / Infraestrutura,São Paulo - SP,Pleno,5391,9266,Remoto
2487,Desenvolvimento Frontend,Remoto (Brasil),Sênior,10280,15442,Remoto
2488,Desenvolvimento Frontend,São Paulo - SP,Pleno,5392,9407,Remoto
2489,Suporte / Infraestrutura,Remoto (Brasil),Pleno,5494,9454,Remoto
2490,Suporte / Infraestrutura,São Paulo - SP,Júnior,2608,4741,Remoto
2491,Suporte / Infraestrutura,Remoto (Brasil),Pleno,5274,9253,Híbrido
2492,Dados / BI,Rio de Janeiro - RJ,Júnior,2663,4627,Híbrido
2493,Dados / BI,São Paulo - SP,Pleno,5013,8939,Remoto
2494,Desenvolvimento Backend,São Paulo - SP,Júnior,2655,4591,Híbrido
2495,Suporte / Infraestrutura,Remoto (Brasil),Júnior,2537,4720,Híbrido
2496,Suporte / Infraestrutura,Rio de Janeiro - RJ,Júnior,2662,4512,Remoto
2497,Suporte / Infraestrutura,São Paulo - SP,Pleno,5386,9326,Híbrido
2498,Dados / BI,Remoto (Brasil),Sênior,10443,16780,Presencial
2499,Dados / BI,São Paulo - SP,Júnior,2513,4799,Remoto
2500,Dados / BI,São Paulo - SP,Júnior,2507,4582,Remoto
2501,Dados / BI,São Paulo - SP,Júnior,2742,4532,Híbrido
2502,Dados / BI,São Paulo - SP,Júnior,2629,4657,Híbrido
2503,Suporte / Infraestrutura,São Paulo - SP,Pleno,5001,8983,Remoto
2504,Desenvolvimento Backend,São Paulo - SP,Pleno,5007,9120,Híbrido
2505,Suporte / Infraestrutura,São Paulo - SP,Pleno,5411,8729,Remoto
2506,Dados / BI,São Paulo - SP,Sênior,9890,16590,Remoto
2507,Suporte / Infraestrutura,São Paulo - SP,Pleno,5414,9227,Híbrido
2508,Desenvolvimento Backend,São Paulo - SP,Pleno,5009,9149,Remoto
2509,Desenvolvimento Frontend,Remoto (Brasil),Pleno,5136,9133,Remoto
2510,Desenvolvimento Backend,Remoto (Brasil),Júnior,2596,4482,Remoto
2511,Dados / BI,Remoto (Brasil),Júnior,2692,4360,Presencial
2512,Dados / BI,Remoto (Brasil),Sênior,9778,16344,Híbrido
2513,Suporte / Infraestrutura,São Paulo - SP,Júnior,2594,4461,Presencial
2514,Desenvolvimento Frontend,São Paulo - SP,Júnior,2603,4733,Remoto
2515,Suporte / Infraestrutura,São Paulo - SP,Sênior,10433,16665,Remoto
2516,Dados / BI,São Paulo - SP,Júnior,2746,4530,Remoto
2517,Dados / BI,Remoto (Brasil),Pleno,5476,9132,Remoto
2518,Suporte / Infraestrutura,São Paulo - SP,Sênior,10115,16646,Presencial
2519,Desenvolvimento Frontend,São Paulo - SP,Pleno,5363,9057,Remoto
2520,Dados / BI,São Paulo - SP,Júnior,2544,4345,Remoto
2521,Desenvolvimento Backend,Remoto (Brasil),Júnior,2695,4626,Remoto
2522,Suporte / Infraestrutura,São Paulo - SP,Júnior,2512,4654,Presencial
2523,Desenvolvimento Backend,São Paulo - SP,Pleno,5116,9423,Remoto
2524,Desenvolvimento Frontend,Rio de Janeiro - RJ,Júnior,2707,4614,Remoto
2525,Dados / BI,São Paulo - SP,Pleno,5167,9402,Remoto
2526,Desenvolvimento Backend,Remoto (Brasil),Pleno,5363,9214,Remoto
2527,Suporte / Infraestrutura,São Paulo - SP,Sênior,9938,16546,Presencial
2528,Suporte / Infraestrutura,Remoto (Brasil),Sênior,10082,16994,Híbrido
2529,Desenvolvimento Backend,São Paulo - SP,Júnior,2668,4506,Remoto
2530,Suporte / Infraestrutura,Remoto (Brasil),Pleno,5292,8891,Remoto
2531,Dados / BI,Rio de Janeiro - RJ,Júnior,2565,4381,Híbrido
2532,Desenvolvimento Backend,Remoto (Brasil),Sênior,9599,15326,Remoto
2533,Desenvolvimento Backend,Remoto (Brasil),Júnior,2557,4534,Híbrido
2534,Dados / BI,São Paulo - SP,Pleno,5298,9161,Remoto
2535,Desenvolvimento Backend,São Paulo - SP,Júnior,2547,4734,Híbrido
2536,Desenvolvimento Frontend,Remoto (Brasil),Júnior,2610,4333,Presencial
2537,Desenvolvimento Frontend,Remoto (Brasil),Sênior,10208,16263,Híbrido
2538,Suporte / Infraestrutura,Rio de Janeiro - RJ,Pleno,5436,9349,Remoto
2539,Desenvolvimento Backend,Remoto (Brasil),Sênior,10107,16010,Remoto
2540,Desenvolvimento Backend,Remoto (Brasil),Pleno,5181,9071,Remoto
2541,Dados / BI,São Paulo - SP,Júnior,2683,4729,Remoto
2542,Desenvolvimento Backend,São Paulo - SP,Pleno,5025,8841,Remoto
2543,Desenvolvimento Backend,São Paulo - SP,Pleno,5009,9329,Híbrido
2544,Suporte / Infraestrutura,São Paulo - SP,Júnior,2597,4521,Híbrido
2545,Dados / BI,Rio de Janeiro - RJ,Sênior,10261,15343,Remoto
2546,Desenvolvimento Backend,Rio de Janeiro - RJ,Júnior,2730,4515,Presencial
2547,Desenvolvimento Backend,Remoto (Brasil),Júnior,2606,4387,Remoto
2548,Desenvolvimento Backend,São Paulo - SP,Pleno,5259,9471,Presencial
2549,Dados / BI,São Paulo - SP,Júnior,2750,4667,Remoto
2550,Desenvolvimento Frontend,São Paulo - SP,Sênior,9648,16960,Híbrido
2551,Suporte / Infraestrutura,Rio de Janeiro - RJ,Pleno,5175,8716,Remoto
2552,Suporte / Infraestrutura,Remoto (Brasil),Pleno,5151,9015,Remoto
2553,Suporte / Infraestrutura,Remoto (Brasil),Pleno,5243,9038,Híbrido
2554,Suporte / Infraestrutura,São Paulo - SP,Júnior,2636,4667,Remoto
2555,Dados / BI,Remoto (Brasil),Pleno,5037,9392,Remoto
2556,Suporte / Infraestrutura,Rio de Janeiro - RJ,Sênior,9917,15570,Híbrido
2557,Suporte / Infraestrutura,São Paulo - SP,Sênior,9872,15775,Híbrido
2558,Dados / BI,São Paulo - SP,Júnior,2624,4736,Híbrido
2559,Desenvolvimento Backend,São Paulo - SP,Sênior,9553,16105,Presencial
2560,Dados / BI,São Paulo - SP,Júnior,2635,4774,Remoto
2561,Desenvolvimento Backend,Rio de Janeiro - RJ,Júnior,2530,4404,Remoto
2562,Suporte / Infraestrutura,São Paulo - SP,Júnior,2676,4422,Híbrido
2563,Suporte / Infraestrutura,Remoto (Brasil),Sênior,10088,16629,Remoto
2564,Suporte / Infraestrutura,Rio de Janeiro - RJ,Pleno,5469,9384,Presencial
2565,Suporte / Infraestrutura,São Paulo - SP,Júnior,2581,4466,Remoto
2566,Desenvolvimento Backend,São Paulo - SP,Pleno,5322,9124,Remoto
2567,Suporte / Infraestrutura,Rio de Janeiro - RJ,Sênior,10365,15879,Híbrido
2568,Desenvolvimento Frontend,Remoto (Brasil),Júnior,2626,4635,Remoto
2569,Desenvolvimento Backend,Remoto (Brasil),Júnior,2607,4750,Remoto
2570,Suporte / Infraestrutura,Remoto (Brasil),Júnior,2607,4781,Remoto
2571,Desenvolvimento Backend,São Paulo - SP,Júnior,2593,4333,Remoto
2572,Desenvolvimento Frontend,São Paulo - SP,Pleno,5486,8642,Remoto
2573,Desenvolvimento Backend,São Paulo - SP,Pleno,5191,8682,Híbrido
2574,Desenvolvimento Frontend,São Paulo - SP,Pleno,5028,9276,Híbrido
2575,Dados / BI,Remoto (Brasil),Sênior,10439,16257,Híbrido
2576,Desenvolvimento Frontend,São Paulo - SP,Pleno,5272,8957,Remoto
2577,Suporte / Infraestrutura,São Paulo - SP,Júnior,2560,4419,Híbrido
2578,Desenvolvimento Backend,Remoto (Brasil),Pleno,5025,9340,Presencial
2579,Suporte / Infraestrutura,São Paulo - SP,Júnior,2567,4445,Remoto
2580,Suporte / Infraestrutura,São Paulo - SP,Pleno,5111,8744,Híbrido
2581,Desenvolvimento Backend,São Paulo - SP,Pleno,5440,8964,Presencial
2582,Suporte / Infraestrutura,São Paulo - SP,Pleno,5417,8954,Remoto
2583,Desenvolvimento Backend,Rio de Janeiro - RJ,Sênior,10136,16752,Remoto
2584,Dados / BI,São Paulo - SP,Júnior,2524,4448,Híbrido
2585,Desenvolvimento Backend,Rio de Janeiro - RJ,Sênior,10028,15871,Híbrido
2586,Desenvolvimento Backend,São Paulo - SP,Pleno,5455,9172,Remoto
2587,Desenvolvimento Backend,Remoto (Brasil),Júnior,2729,4519,Remoto
2588,Suporte / Infraestrutura,Rio de Janeiro - RJ,Júnior,2500,4686,Remoto
2589,Desenvolvimento Backend,São Paulo - SP,Sênior,10242,16895,Híbrido
2590,Desenvolvimento Frontend,Rio de Janeiro - RJ,Sênior,9924,16786,Presencial
2591,Desenvolvimento Backend,São Paulo - SP,Júnior,2705,4546,Híbrido
2592,Suporte / Infraestrutura,São Paulo - SP,Júnior,2659,4577,Híbrido
2593,Dados / BI,Rio de Janeiro - RJ,Pleno,5362,8854,Remoto
2594,Desenvolvimento Frontend,São Paulo - SP,Pleno,5400,9326,Remoto
2595,Suporte / Infraestrutura,São Paulo - SP,Sênior,10362,16180,Híbrido
2596,Suporte / Infraestrutura,São Paulo - SP,Pleno,5182,9199,Remoto
2597,Dados / BI,Rio de Janeiro - RJ,Júnior,2624,4650,Híbrido
2598,Dados / BI,Rio de Janeiro - RJ,Pleno,5294,9408,Remoto
2599,Desenvolvimento Backend,Remoto (Brasil),Sênior,10333,15942,Presencial
2600,Desenvolvimento Backend,São Paulo - SP,Pleno,5110,8680,Presencial
2601,Dados / BI,Rio de Janeiro - RJ,Júnior,2683,4600,Híbrido
2602,Desenvolvimento Backend,Rio de Janeiro - RJ,Júnior,2564,4328,Remoto
2603,Suporte / Infraestrutura,Remoto (Brasil),Sênior,9667,15581,Presencial
2604,Desenvolvimento Frontend,São Paulo - SP,Júnior,2601,4686,Remoto
2605,Desenvolvimento Frontend,São Paulo - SP,Pleno,5247,8609,Remoto
2606,Desenvolvimento Backend,Rio de Janeiro - RJ,Pleno,5357,9290,Híbrido
2607,Desenvolvimento Frontend,Rio de Janeiro - RJ,Pleno,5445,8827,Híbrido
2608,Dados / BI,Remoto (Brasil),Sênior,9697,16689,Remoto
2609,Dados / BI,São Paulo - SP,Júnior,2639,4350,Remoto
2610,Suporte / Infraestrutura,Rio de Janeiro - RJ,Júnior,2582,4502,Remoto
2611,Desenvolvimento Frontend,São Paulo - SP,Pleno,5204,8880,Presencial
2612,Desenvolvimento Backend,Remoto (Brasil),Pleno,5140,8555,Híbrido
2613,Desenvolvimento Backend,São Paulo - SP,Sênior,10376,15571,Remoto
2614,Suporte / Infraestrutura,São Paulo - SP,Júnior,2539,4409,Presencial
